Id,Label,TYPE, VALUE 
2229,J.W. PALMER,0,
2230,H.L. STORKE,0,
2231,"PETER DOELGER, JR.",0,
2232,LOUIS H. HOLLOWAY,0,
2233,CHARLES P. DOELGER,0,
2234,THOMAS J. DUNN,0,
2235,WILLIAM FOSTER,0,
2236,FRITZ HANDRICH,0,
2237,JOHN J. HARRINGTON,0,
2238,CHARLES PALM,0,
2239,R.C. RATHBONE,0,
2240,JOHN RIEFE,0,
2241,HARRY S. ROTHSCHILD,0,
2242,JOHN SLATTERLY,0,
2243,JOHN A. STRALEY,0,
2244,WILLIAM H. CHESEBROUGH,0,
2245,RICHARD J. SCOLES,0,
2246,E.C. LOCKWOOD,0,
2247,D.S. SCUDIER,0,
2248,HORACE E. ANDREWS,0,
2249,H.S. BLACK,0,
2250,HEMAN DOWD,0,
2252,JOHN HONE,0,
2253,JAMES JOURDAN,0,
2254,JAMES S. KUHN,0,
2255,CHARLTON T. LEWIS,0,
2256,ALLAN McCULLOH,0,
2257,E.C. POTTER,0,
2258,E.W. SCOTT,0,
2259,HENRY F. SHOEMAKER,0,
2260,WAGER SWAYNE,0,
2261,EDWIN THORNE,0,
2262,JOHN C. TOMLINSON,0,
2263,SAMUEL D. STYLES,0,
2264,ADOLPHO H. FISCHER,0,
2265,JOHN H. SELMES,0,
2266,IRVING M. SHAW,0,
2267,ALEXANDER C. MILNE,0,
2268,HOBART CLEVELAND,0,
2269,HENRY DE PEYSTER,0,
2270,JAMES W. ELGAR,0,
2271,HARVEY E. FISK,0,
2272,RICHARD V. LEWIS,0,
2273,RANALD H. MACDONALD,0,
2274,BENJAMIN F. MILLS,0,
2275,EDWARD A. NEWELL,0,
2276,CHARLES ROHE,0,
2277,NOEL B. SANBORN,0,
2278,ELDRIDGE G. SNOW,0,
2279,THOMAS STOKES,0,
2280,CHRISTIAN F. TIETJEN,0,
2281,PAUL E. BONNER,0,
2282,DANIEL CANTY,0,
2283,EUGENE DOHERTY,0,
2284,CLAUS DOSCHER,0,
2285,CULVER FERGUSON,0,
2286,JOHN H. FORT,0,
2287,JOSEPH E. HINDS,0,
2288,JAMES D. LEARY,0,
2289,MENDEL LEVY,0,
2290,ERNEST OCHS,0,
2291,ISAAC SCHEUER,0,
2292,CORNELIUS H. TIEBOUT,0,
2293,PAUL WEIDMANN,0,
2294,HART B. BRUNDRETT,0,
2295,OLIN G. WALBRIDGE,0,
2296,S.C. MERWIN,0,
2297,F.W. LUYTIES,0,
2298,JOHN S. BROWNING,0,
2299,JNO. F. DEGENER,0,
2300,GEORGE A. HEARN,0,
2301,H.W. HOOPS,0,
2302,THOMAS B. KERR,0,
2303,GEORGE LEGG,0,
2304,ALEXANDER D. NAPIER,0,
2305,GEORGE W. SPENCE,0,
2306,CHARLES G. BENNETT,0,
2307,RUDOLPH BURKHARDT,0,
2308,H. BERNARD COOMBE,0,
2309,CHARLES S. CUTTER,0,
2310,JOEL B. GOODMAN,0,
2311,LOUIS GRAF,0,
2312,CHRISTIAN HUNKEN,0,
2313,NATHAN H. LEVI,0,
2314,P.J. MENAHAN,0,
2315,JOHN RUEGER,0,
2316,HENRY L. SCHELLING,0,
2317,GEORGE W. SHELLAS,0,
2318,JOHN WELZ,0,
2319,FRANK E. WILSON,0,
2320,GEORGE H. WOODWORTH,0,
2321,SCOTT FOSTER,0,
2322,ADOLPH WIMPFHEIMER,0,
2323,WILLIAM MILNE,0,
2324,GEORGE A. ZABRISKIE,0,
2325,THEODORE W. MORRIS,0,
2326,STEVENSON TAYLOR,0,
2327,THOMAS WILLIAMS,0,
2328,HORACE J. MORSE,0,
2329,EDWARD JOHNSON,0,
2330,CHARLES A. BOODY,0,
2331,ISIDORE M. BON,0,
2332,DAVID A. BOODY,0,
2333,AMORY S. CARHART,0,
2334,WILLIAM M. COLE,0,
2335,WILLIAM B. DAVENPORT,0,
2336,WILLIAM B. HILL,0,
2337,SOLOMON W. JOHNSON,0,
2338,ROBERT J. KIMBALL,0,
2339,HERBERT L. PRATT,0,
2340,HOWARD W. SMITH,0,
2341,GEORGE P. TANGEMAN,0,
2342,FREDERIC A. WARD,0,
2343,DUNCAN D. PARMLY,0,
2344,GEORGE M. COFFIN,0,
2345,ALFRED M. BULL,0,
2346,PIERSON G. DODD,0,
2347,DANIEL BACON,0,
2348,HENRY S. DESHON,0,
2349,W.H.H. MOORE,0,
2350,GEORGE L. NICHOLAS,0,
2351,RICHARD M. PARMELY,0,
2352,HENRY K. POMROY,0,
2353,JOHN H. POOL,0,
2355,JONATHAN THORNE,0,
2356,WILLIAM M. MILLS,0,
2357,A. NEWBOLD MORRIS,0,
2358,CHARLES W. PARSON,0,
2359,E.M. CLARKE,0,
2360,E.H. COOK,0,
2361,GEORGE B. WHEELER,0,
2362,B. BEINECKE,0,
2363,HENRY CARPENTER,0,
2364,FRANK A. COLLINS,0,
2365,WILLIAM T. JAMES,0,
2366,L.M. FRANKLIN,0,
2367,HENRY L. BOGERT,0,
2368,M.D. GOULD,0,
2369,JOHN HEPBURN,0,
2370,GEORGE LEWIS,0,
2371,THEODORE F. SMITH,0,
2372,WILLIAM H. VAN SICLEN,0,
2373,JOHN H. WILSON,0,
2374,HENRY C. SWORDS,0,
2375,H.H. CAMMANN,0,
2376,HENRY W. REIGHLEY,0,
2377,LANSDALE BOARDMAN,0,
2378,CHERLES C. BURKE,0,
2379,PERCY CHUBB,0,
2380,EDWIN A. CRUIKSHANK,0,
2381,HORACE S. ELY,0,
2382,JOEL FRANCIS FREEMAN,0,
2383,ROBERT GOELET,0,
2384,FRANKLIN B. LORD,0,
2385,JAMES I. RAYMOND,0,
2386,J. ROOSEVELT ROOSEVELT,0,
2387,CHARLES A. SCHERMERHORN,0,
2388,LISPENARD STEWART,0,
2389,JAMES M. VARNUM,0,
2390,FRANK S. WITHERBEE,0,
2391,FRANK STEVENS,0,
2392,FRANK H. HALL,0,
2393,M.F. CARROLL,0,
2394,DANIEL E. CLEARY,0,
2395,CHARLES D. THOMPSON,0,
2396,WILLIAM G.E. SEE,0,
2397,CHARLES W. HUNT,0,
2398,GEORGE H. TREDWELL,0,
2399,CHARLES E. GRIFFITH,0,
2400,EDWARD D. CLARK,0,
2401,HERBERT CRABTREE,0,
2402,W.J. DAVIDSON,0,
2403,RICHARD L.H. FITCH,0,
2404,GEORGE M. MATTHIUS,0,
2405,AZEL F. MERRILL,0,
2406,HENRY P. MORRISON,0,
2407,BENEDICT PARKER,0,
2408,JOHN F. SMITH,0,
2409,J.A. SNYDER,0,
2410,FRANK W. TOMPKINS,0,
2411,H.C. COPELAND,0,
2412,JOHN J. CLANCY,0,
2413,H.H. BIZALLION,0,
2414,MAX AMS,0,
2415,JOHN V.B. CLARKSON,0,
2416,A.F. HOLLY,0,
2417,GEORGE W. PLUNKITT,0,
2418,JOHN REISENWEBER,0,
2419,DANIEL SEYMOUR,0,
2420,CHARLES N. TAINTOR,0,
2421,SAMUEL G. BAYNE,0,
2422,S.G. NELSON,0,
2423,J.F. THOMPSON,0,
2424,C.C. THOMPSON,0,
2425,EDWARD C. BODMAN,0,
2426,T. WISTAR BROWN,0,
2427,LUCIUS A. COLE,0,
2428,FRANCIS V. GREENE,0,
2429,FRANKLIN QUINBY,0,
2430,WILLIAM A. ROSS,0,
2431,JOSEPH SEEP,0,
2432,WILLIAM C. STURGES,0,
2433,WILLIAM H. PHILLIPS,0,
2434,GEORGE M. HALSEY,0,
2435,D. BARNES,0,
2436,GEORGE BELL,0,
2437,WILLISTON H. BENEDICT,0,
2438,FREDERICK A. BOOTH,0,
2439,GEORGE F. CRANE,0,
2440,WILLIAM N. CRANE,0,
2441,GEORGE H. MACY,0,
2442,FREDERICK T. SHERMAN,0,
2443,WILLIAM E. STIGER,0,
2444,PERRY P. WILLIAMS,0,
2445,ROBERT A. PARKER,0,
2446,J.S. CASE,0,
2447,WILLIAM PABST,0,
2448,H.B. DOMINICK,0,
2449,ISAAC STERN,0,
2450,N.S. MELDRUM,0,
2451,ANDREW J. MILLER,0,
2452,EDWIN G. WOODLING,0,
2453,BENJAMIN GRAHAM,0,
2454,W.W. MILLER,0,
2455,CHARLES M. PRESTON,0,
2456,ALEXANDER C. ROBINSON,0,
2457,JAMES TIMPSON,0,
2458,G. HENRY WHITCOMB,0,
2459,CHARLES H. REYNOLDS,0,
2460,WALTER WILMURT,0,
2461,WILLIAM F. CORWITH,0,
2462,JOHN FALLON,0,
2463,HENRY C. FISCHER,0,
2464,JAMES MACFARLANE,0,
2465,JULIUS MANHEIM,0,
2466,WILLIAM G. MILLER,0,
2467,WILLIAM NASON,0,
2468,JOHN O'BRIEN,0,
2469,J.S. OGLIVIE,0,
2470,W.H. PORT,0,
2471,E.C. SMITH,0,
2472,E.G. STACHE,0,
2473,W.H. STURGIS,0,
2474,JOHN TROUNSTINE,0,
2475,JEREMIAH WALSH,0,
2476,"R.W. JONES, JR.",0,
2477,GEORGE W. ADAMS,0,
2478,WILLIAM F. CARLTON,0,
2479,CRAWFORD FAIRBANKS,0,
2480,ERSKINE HEWITT,0,
2481,CHARLES E. LEVY,0,
2482,ALEXANDER McDONALD,0,
2483,CLARENCE S. DUNNING,0,
2484,HENRY S. ANDERSON,0,
2485,CHARLES A. DENNY,0,
2486,HENRY D. ATWATER,0,
2487,WALTER M. AIKMAN,0,
2488,"JOHN F. ANDERSON, JR.",0,
2489,JAMES C. ATWATER,0,
2490,THOMAS O. CALLENDER,0,
2491,ISAAC H. CARY,0,
2492,STURGIS COFFIN,0,
2493,JAMES R. COWING,0,
2494,J. WARREN GREENE,0,
2495,D.A. BOODY,0,
2496,JAMES M. DOREMUS,0,
2497,C.F. BROOKS,0,
2498,JOHN CONDON,0,
2499,THEOPHILIUS OLENA,0,
2500,JOHN SCHLEGEL,0,
2501,J.F. SCHMADEKE,0,
2502,"F.G. SMITH, JR.",0,
2503,JOHN L. SPENCE,0,
2504,WILLIAM C. LANE,0,
2505,LOUIS L. STANTON,0,
2506,WILLIAM C. COX,0,
2507,EDWARD M.F. MILLER,0,
2508,JOHN T. ATTERBURY,0,
2509,PAUL D. CRAVATH,0,
2510,ALEXANDER H. DE HAVEN,0,
2511,SAMUEL M. FELTON,0,
2512,PLINY FISK,0,
2513,WILLIAM D. GUTHRIE,0,
2514,GARDINER M. LANE,0,
2515,HENRY W. PUTNAM,0,
2516,HENRY SANFORD,0,
2517,CHARLES F. SMILLIE,0,
2518,SAMUEL SPENCER,0,
2519,JOHN A. SPOOR,0,
2520,HENRY L. SPRAGUE,0,
2521,IRVING A. STEARNS,0,
2522,CHARLES STEELE,0,
2523,NATHANIEL THAYER,0,
2524,FREDERICK P. VOORHEES,0,
2526,FREDERICK S. WINSTON,0,
2527,OSCAR L. RICHARD,0,
2528,ARNOLD KOHN,0,
2529,ALBERT I. VOORHIS,0,
2530,LUCIUS N. LITTAUER,0,
2531,JULIUS J. LYONS,0,
2532,EDWIN H. RICHARD,0,
2533,JACOB C. SIMON,0,
2534,ELIAS SPINGARN,0,
2535,CHARLES F. ZENTGRAF,0,
2536,WILLIAM H. CLARK,0,
2537,ULRICH W. BECKER,0,
2538,H.C. HAGEDORN,0,
2539,PATRICK BRADY,0,
2540,E.C. BRIDGMAN,0,
2541,WILLIAM BRYAN,0,
2542,GEORGE H. DALEY,0,
2543,WILLIAM HORRMANN,0,
2544,GEORGE H. KENDAL,0,
2545,OTTO LINDEMANN,0,
2546,EDUARD C. MEURER,0,
2547,J.B. PEARSON,0,
2548,FORREST B. ROYAL,0,
2549,FEDOR SCHMIDT,0,
2550,CARL SCHUMANN,0,
2551,WILLY SONNTAG,0,
2552,ERNST WHNCKE,0,
2553,J. WRAY CLEVELAND,0,
2554,NELSON B. SIMON,0,
2555,EDWARD O. STANLEY,0,
2556,J.W. SHEPARD,0,
2557,JULIEN T. DAVIES,0,
2558,WILLIAM J. EASTON,0,
2559,BENJAMIN D. HICKS,0,
2560,JAMES D. LYNCH,0,
2561,CHARLES MATLACK,0,
2562,FREDERICK POTTER,0,
2563,CHARLES RICHARDSON,0,
2564,ELLIS D. WILLIAMS,0,
2565,LOUIS WINDMULLER,0,
2566,WILLIAM H. LEUPP,0,
2567,RAYMOND J. CHATRY,0,
2568,THOMAS C. CLARKE,0,
2569,ALBERT L. BANISTER,0,
2570,W. HUNT HALL,0,
2571,LAWRENCE O. MURRAY,0,
2572,GEORGE BLUMENTHAL,0,
2573,GEORGE C. BOLDT,0,
2574,W.A. CLARK,0,
2575,S.C.T. DODD,0,
2576,JAMES M. McDONALD,0,
2577,JOHN W. GRIGGS,0,
2578,C.I. HUDSON,0,
2579,PHILLIP LEHMAN,0,
2580,EMERSON McMILLIN,0,
2581,SAMUEL A. MAXWELL,0,
2582,HENRY S. REDMOND,0,
2583,JESSE SPALDING,0,
2584,DANIEL LEROY DRESSER,0,
2585,ALEXANDER GREIG,0,
2586,"THOMAS C. CLARK, JR.",0,
2587,W.D. BALDWIN,0,
2588,CHARLES F. BROOKER,0,
2589,JAMES H. ECKELS,0,
2590,THOMAS F. GOODRICH,0,
2591,ERASTUS C. KNIGHT,0,
2592,CHARLES D. MARVIN,0,
2593,BALLARD McCALL,0,
2594,JOHN M. PARKER,0,
2595,TOM RANDOLPH,0,
2596,HENRY C. ROUSE,0,
2597,HERBERT L. SATTERLEE,0,
2598,H. WAVERLY SMITH,0,
2599,CHARLES W. WETMORE,0,
2600,EDWARDS WHITAKER,0,
2601,DANIEL C. WING,0,
2602,THOMAS F. GILROY,0,
2603,FRANK B. FRENCH,0,
2604,THEODORE DIETERLEN,0,
2605,JOSEPH B. KAISER,0,
2606,WILLIAM T. PURDY,0,
2607,DAVID RUTSKY,0,
2608,THOMAS SIMPSON,0,
2609,A.H.W. VAN SICKLEN,0,
2610,JOHN V. JEWELL,0,
2611,J.K. ALEXANDER,0,
2612,H.F. GUNNISON,0,
2613,E.P. HICKOK,0,
2614,ADOLPH KIENDL,0,
2615,NICHOLAS RAPELJE,0,
2616,WILLIAM S. BECKLEY,0,
2617,ALFRED E. FOUNTAIN,0,
2618,DAVID B. SICKELS,0,
2619,JAMES E. WELLS,0,
2620,STEPHEN M. GRISWOLD,0,
2621,JAMES McLAREN,0,
2622,H.J. STRAUKAMP,0,
2623,JAMES T. ASHLEY,0,
2624,KENNETH A. SOUTHWORTH,0,
2625,JOHN A. BLISS,0,
2626,LOUIS BONERT,0,
2627,FREDERICK D. COLCORD,0,
2628,SAMUEL DEAN,0,
2629,PHILLIP H. GILL,0,
2630,AUGUST H. GUTKES,0,
2631,WILLIAM J. HAZLEWOOD,0,
2632,STEPHEN M. HOYE,0,
2633,WILLIAM LOCKITT,0,
2634,GUSTAV S. SEABORG,0,
2635,CHARLES E. SPRAGUE,0,
2636,ALEXANDER P.W. KINAN,0,
2637,FREDERICK H. ECKER,0,
2638,FRANCIS M. LEAKE,0,
2639,GEORGE N. BIRDSALL,0,
2640,WILLIAM H. LOCKE,0,
2641,"C.N. BOVEE, JR.",0,
2642,NICHOLAS BREWER,0,
2644,ABRAM C. DE GRAW,0,
2645,CHARLES G. DOBBS,0,
2646,STEPHEN J. GEOGHEGAN,0,
2647,JAMES S. HERRMAN,0,
2648,WILLIAM G. ROSS,0,
2649,FREDERICK WAGNER,0,
2650,JACOB W. SCHEU,0,
2651,LOUIS A. FAHS,0,
2652,HENRY BISCHOFF,0,
2653,"HENRY BISCHOFF, JR.",0,
2654,HENRY BREUNICH,0,
2655,HENRY F. BRUNING,0,
2656,MARVIN S. BUTTLES,0,
2657,GEORGE W. CORNELL,0,
2658,BRUNO DIAZ,0,
2659,ADAM FAHS,0,
2660,SAMUEL D. FOLSOM,0,
2661,CHARLES OTTMANN,0,
2662,LOUIS C. RAEGENER,0,
2663,HERMAN H. RIES,0,
2664,R. RODRIGUEZ,0,
2665,NICHOLAS SCHULTZ,0,
2666,JACOB SIEGEL,0,
2667,"GEORGE H. STONEBRIDGE, JR.",0,
2668,ADAM WEBER,0,
2669,CORNELIUS D. WOOD,0,
2670,JOHN V.B. THAYER,0,
2671,E.R. MERRITT,0,
2672,CARROLL C. RAWLINGS,0,
2673,GEORGE B. CARHART,0,
2674,WILLIAM ALEXANDER DUER,0,
2675,CHARLES H. LEYLAND,0,
2676,ALEXANDER MAITLAND,0,
2677,JAMES H. OGILVIE,0,
2678,AMASA J. PARKER,0,
2679,N. PARKER SHORTRIDGE,0,
2680,CHARLES H. TWEED,0,
2681,E.B. WESLEY,0,
2683,HENRY W. GENNERICH,0,
2684,CHARLES F. HOLM,0,
2685,HENRY VON MINDEN,0,
2686,W.W. WARNER,0,
2687,HENRY C. STRAHMANN,0,
2688,CHRISTOPHER F. BODE,0,
2689,CHRISTIAN F. GENNERICH,0,
2690,JOHN GERKEN,0,
2691,WILLIAM F. HENCKEN,0,
2692,FRANK B. McDONALD,0,
2693,WILLIAM P. RINCKHOFF,0,
2694,JACOB RUPERT,0,
2695,CLIFFORD THOMSON,0,
2696,WILLIAM VOLK,0,
2697,ARTHUR TURNBULL,0,
2698,WILLIAM P. ELLIOT,0,
2699,RICHARD M. HURD,0,
2700,CLARK WILLIAMS,0,
2701,CALVERT BREWER,0,
2702,FREDERICK O. BARTON,0,
2703,ROBERT A. GRANNISS,0,
2704,"GEORGE G. HAVEN, JR.",0,
2705,WILLIAM B. LEEDS,0,
2706,CHARLES M. PRATT,0,
2707,CONSTANT A. ANDREWS,0,
2708,JOHN JARDINE,0,
2709,JOSEPH B. BLOOMINGDALE,0,
2710,ALFRED E. MARLING,0,
2711,JOHN HYSLOP,0,
2712,RICHARD A. ANTHONY,0,
2713,SIMON BORG,0,
2714,JAMES A. FRAME,0,
2715,FREDERIC N. GODDARD,0,
2716,S.O. LIVINGSTON,0,
2717,PAYSON MERRILL,0,
2718,GEORGE A. MIDDLEBROOK,0,
2719,CORNELIUS O'REILLY,0,
2720,NOAH C. ROGERS,0,
2721,LYMAN J. GAGE,0,
2722,JAMES S. CLARK,0,
2723,HENRY L. THORNELL,0,
2724,LOUIS G. HAMPTON,0,
2725,EDWARD COOPER,0,
2726,JOHN J. PHELPS,0,
2727,CHARLES S. SMITH,0,
2728,ANSON PHELPS STOKES,0,
2729,DANIEL E. SICKLES,0,
2730,R.S. MASTERTON,0,
2731,W.F. BRAINARD,0,
2732,L.W. LAWRENCE,0,
2733,ANDREW LINN,0,
2734,E.C. LINN,0,
2735,CHARLES MERRIMAN,0,
2736,RICHARD PICKERING,0,
2737,JOHN T. SPROULL,0,
2738,J. MAUS SCHERMERHORN,0,
2739,ADDISON H. DAY,0,
2740,MAX MARKEL,0,
2741,HENRY E. HOWLAND,0,
2742,THEODORE M. IVES,0,
2743,CHARLES M. ENGLIS,0,
2744,JOSEPH B. PIGOT,0,
2745,BENJAMIN F. BLAIR,0,
2746,I.M. BON,0,
2747,CHARLES E. DINGEE,0,
2748,JOHN H. HOEFT,0,
2749,JESSE JOHNSON,0,
2750,HERMANN LINS,0,
2751,EDWIN LUDLAM,0,
2752,FRANK RUDD,0,
2753,W. OSCAR SHADBOLT,0,
2754,JOHN BAMBEY,0,
2755,CHARLES F. MINOR,0,
2756,JOHN J. BARRY,0,
2757,WILLIAM R. BEAL,0,
2758,WILLIAM HAIGH,0,
2759,JOSEPH LIEBERTZ,0,
2760,J.H. PARKER,0,
2761,WILLIAM H. ZEITNER,0,
2762,GEORGE C. THOMAS,0,
2763,PATRICK S. TREACY,0,
2764,WALTER B. ATTERBURY,0,
2765,L.A. CHENEY,0,
2766,WILLIAM E. DILLER,0,
2767,HARRIE A. JAMES,0,
2768,THOMAS F. MURPHY,0,
2769,CHARLES NEUENDORFFER,0,
2770,RALPH WALDO,0,
2771,CASSIUS M. WICKER,0,
2772,HENRY C. WILCOX,0,
2773,WILLIAM P. YOUNGS,0,
2774,DAVID M. MORRISON,0,
2775,CHARLES F. CLARK,0,
2776,GEORGE AUSTIN MORRISON,0,
2777,FRANCIS H. PAGE,0,
2778,H.F. PRICE,0,
2779,M.S. LOTT,0,
2780,J. FREDERICK CHAMBERLIN,0,
2781,CHARLES F. CUTLER,0,
2782,H.J.S. HALL,0,
2783,CARL SCHEFER,0,
2784,SETH E. THOMAS,0,
2785,WILLIAM WHITING,0,
2786,HOMER S. KING,0,
2787,A.W. ZIMMERMANN,0,
2788,JAMES B. ARTHUR,0,
2789,DUDLEY EVANS,0,
2790,JOSEPH C. GOTHWAITE,0,
2791,W.R. HUNTINGTON,0,
2792,WILLIAM A. JENNINGS,0,
2793,HARRY E. MANCHESTER,0,
2794,WILLIAM V. NEVINS,0,
2795,EMORY A. STEDMAN,0,
2796,ALPHONSE W. ZIMMERMANN,0,
2797,FREDERICK K. KELLER,0,
2798,THEODORE M. BERTINE,0,
2799,FREDERICK BECK,0,
2800,JOSEPH EASTMAN,0,
2801,MAYER EISEMANN,0,
2802,AUGUST FINCK,0,
2803,GEORGE KARSCH,0,
2804,A.W. MILLER,0,
2805,W. EDGAR PRUDEN,0,
2806,JOSEPH STERN,0,
2807,STEPHEN G. COOK,0,
2808,JOHN S. SCULLY,0,
2809,JOHN CAVAGNARO,0,
2810,JOHN H. HUDSON,0,
2811,JOHN J.V. BURKE,0,
2812,DAVID McCLURE,0,
2813,CLARENCE O. BIGELOW,0,
2814,WALTER V. BISHOP,0,
2815,JOHN J. BROGAN,0,
2816,JOHN C. CARPENTER,0,
2817,WILLIAM L. CARRIGAN,0,
2818,JOHN H. DORN,0,
2819,CHARLES E. DUROSS,0,
2820,JAMES H. FOLAN,0,
2821,JOHN HASSALL,0,
2822,JAMES B. HORNER,0,
2823,ERNEST A.G. INTEMANN,0,
2824,WASHINGTON L. JAQUES,0,
2825,HARRY L. JOYCE,0,
2826,SAMUEL M. JOHNSON,0,
2827,PATRICK F. McGOWAN,0,
2828,GEORGE E. MARKS,0,
2829,SAMUEL H. PAULDING,0,
2830,CLARENCE J. RAMSEY,0,
2831,JOSEPH ROWAN,0,
2832,F. LEROY SATTERLEE,0,
2833,DAN H. SMITH,0,
2834,WALTER STABLER,0,
2835,ALBER ELDRIDGE STRATTON,0,
2836,CHARLES H. VAN AKEN,0,
2837,NELSON S. WESTCOTT,0,
2838,JOHN HOAG,0,
2839,FRANCIS M. CARPENTER,0,
2840,HOWARD WILLETS,0,
2841,CHARLES P. MARSDEN,0,
2842,RICHARD H. BURDSALL,0,
2843,EDWARD F. HILL,0,
2844,EDSON LEWIS,0,
2845,RICHARD P. LOUNSBERY,0,
2846,ISAAC W. MCCLAY,0,
2847,DANIEL S. REMSEN,0,
2848,HENRY SIDENBERG,0,
2849,WILLIAM SLOANE,0,
2850,MOSES TAYLOR,0,
2851,ROBERT B. VAN CORTALNDT,0,
2852,W.L. MOYER,0,
2853,H.A. SMITH,0,
2854,C.L. ROBINSON,0,
2855,JUAN M. CEBALLOS,0,
2856,"WILLIAM N. COLER, JR.",0,
2857,JOHN F. DRYDEN,0,
2858,MARTIN ERDMANN,0,
2859,DAVID H. MOFFAT,0,
2860,JAMES H. PARKER,0,
2861,SIDNEY F. TYLER,0,
2862,JEREMIAH V. MESEROLE,0,
2863,WILLIAM E. FORWILL,0,
2864,SAMUEL M. MEEKER,0,
2865,WILLIAM F. BURNS,0,
2866,CHARLES J. PASFIELD,0,
2867,JAMES F. BENDERNAGLE,0,
2868,ABRAM COOKE,0,
2870,JAMES R. HOWE,0,
2871,BRAINARD G. LATIMER,0,
2872,HENRY U. PALMER,0,
2873,PETER WYCKOFF,0,
2874,W. ADDISON FIELD,0,
2875,T.H. McFARLAND,0,
2876,IRA LEO BAMBERGER,0,
2877,CHARLES M. DAVIDSON,0,
2878,GUSTAV J.L. DOERSCHUCK,0,
2879,CHARLES ENGERT,0,
2880,FANK HARVEY FIELD,0,
2881,FREDERICK G. LEMMERMANN,0,
2882,JOSEPH LIEBMANN,0,
2883,THOMAS J. PATTERSON,0,
2884,WILLARD P. REID,0,
2885,SIMON F. ROTHSCHILD,0,
2886,ROBERT T. WHALEN,0,
2887,EMIL UNGER,0,
2888,RICHARD H. ADAMS,0,
2889,E.B. AMEND,0,
2890,CHARLES C. CLAUSEN,0,
2891,HENRY DIEDEL,0,
2892,JULIUS A. MAY,0,
2893,HENRY F. POGGENBURG,0,
2894,"JACOB RUPERT, JR.",0,
2895,JACOB SCHLOSSER,0,
2896,LEOPOLD SCHMID,0,
2897,LOUIS VON BERNUTH,0,
2898,MOSES WEINMAN,0,
2899,A.P. AVERY,0,
2900,LOUIS G. BURGER,0,
2901,E.E. BUNCE,0,
2902,EDWARD BUSH,0,
2903,ANSEL L. FREEMAN,0,
2904,FREDERICK H. NARWOOD,0,
2905,HENRY SCHADE,0,
2906,GEORGE W. SCHAEDLE,0,
2907,JACOB H. SCHIFF,0,
2908,WALTER E. FREW,0,
2909,CHRISTIAN FRIEDMANN,0,
2910,ADOLPH GOEPEL,0,
2911,EDWARD L. GRAEF,0,
2912,J.C. HACKER,0,
2913,JOHN F. HILDEBRAND,0,
2914,ADOLPH JAHN,0,
2915,GUSTAVE A. JAHN,0,
2916,RICHARD KNY,0,
2917,P.J. KORNDER,0,
2918,AUGUSTUS KURTH,0,
2919,JULIUS LEHRENKRAUSS,0,
2920,HERMAN LINS,0,
2921,J.B.M. GROSVENOR,0,
2922,FRANCIS H. LEGGETT,0,
2923,EDWARD OOTHOUT,0,
2924,W.J. BURNETT,0,
2925,H.M. THOMAS,0,
2926,C.W. HALLETT,0,
2927,J.H. SMEDLEY,0,
2928,L.P. DEXTER,0,
2929,D.S. JONES,0,
2930,"BENJAMIN MOORE, JR.",0,
2931,A.T. PAYNE,0,
2932,W.H. SLEBRECHT,0,
2933,C.A. THOMPSON,0,
2934,G.W. WILLIAMS,0,
2935,JOSEPH W. HARRIMAN,0,
2936,ERIE R.R. CO.,2,278366083.18
2937,J.J. GOODWIN,0,
2938,F.L. STETSON,0,
2939,E.B. THOMAS,0,
2940,F.D. UNDERWOOD,0,
2941,J.L. WELSH,0,
2942,"CHICAGO, ROCK ISLAND & PACIFIC RAILWAY CO. R.R.",2,308333723.72
2943,G.S. BREWSTER,0,
2944,GEORGE G. MCMURTRY,0,
2945,J.H. MOORE,0,
2946,D.G. REID,0,
2947,F.S. WHEELER,0,
2948,CHICAGO AND NORTHWESTERN RAILWAY CO.,2,222426487.52
2949,SAMUEL F. BARGER,0,
2950,ZENAS CRANE,0,
2951,N.K. FAIRBANK,0,
2952,MARVIN HUGHITT,0,
2953,ALBERT KEEP,0,
2954,DAVID P. KIMBALL,0,
2955,CYRUS H. MCCORMICK,0,
2956,BYRON L. SMITH,0,
2957,M.L. SYKES,0,
2958,WILLIAM K. VANDERBILT,0,
2959,"CHICAGO, BURLINGTON & QUINCY RAILWAY CO.",2,194456689.69
2960,W.P. CLOUGH,0,
2961,GEORGE B. HARRIS,0,
2962,CHARLES J. PAINE,0,
2963,CHARLES E. PERKINS,0,
2964,NEW YORK CENTRAL AND HUDSON RIVER R.R.,2,765839702.54
2965,WILLIAM BLISS,0,
2966,WILLIAM H. NEWMAN,0,
2967,"NEW YORK, NEW HAVEN AND HARTFORD R.R. CO.",2,263049289.13
2968,WILLIAM D. BISHOP,0,
2969,LEVERETT BRAINARD,0,
2970,GEORGE J. BRUSH,0,
2971,FRANK W. CHENEY,0,
2972,CHARLES F. CHOATE,0,
2973,CARLOS FRENCH,0,
2974,JOHN M. HALL,0,
2975,HENRY S. LEE,0,
2976,EDWIN MILNER,0,
2977,ARTHUR D. OSBORNE,0,
2978,ROYAL C. TAFT,0,
2979,I. DE VER WARNER,0,
2980,PENNSYLVANIA R.R. CO.,2,805796556.58
2981,WILLIAM H. BARNES,0,
2982,THOMAS DE WITT CUYLER,0,
2983,WILLIAM L. ELKINS,0,
2984,ALEXANDER M. FOX,0,
